	Bayesian SkyGrid: C.lineage.continuous.phylo.log			
Time	Mean	Median	Upper	Lower
2022.696	2.4014809587473205	2.4096292646982818	4.8258945181016575	1.1776006992167727
2020.6551836734693	21.192626906704092	17.280343829630475	256.11649672770255	2.7542110752146858
2018.6143673469387	39.95693630672899	31.757670498302385	626.4598725183685	4.490713010421273
2016.573551020408	23.579088124351017	18.72420064196772	381.56460486766053	2.476861837452317
2014.5327346938775	47.78662316163723	36.462420914155985	1062.8748641971406	3.2416571109984744
2012.491918367347	80.2082670872586	62.60084451975789	2144.4117034943683	5.125809460484578
2010.4511020408163	91.82874427852892	73.22953605369716	1524.756408701378	7.523080060439553
2008.4102857142857	38.31133708627383	38.776499770611686	103.50065329029513	14.794587984141312
2006.369469387755	3.456930626861741	3.470655294852601	7.454853120203927	1.5836472955262255
2004.3286530612245	11.030031407597535	9.583123441865236	167.60729297221621	0.9156829303634277
2002.2878367346939	14.128249213882556	11.64849183575041	284.6256216861651	1.0470637225066195
2000.2470204081633	14.391964895085666	12.16380674411854	146.7961590571667	1.6073237914573577
1998.2062040816327	20.94429062456101	17.379211156854936	292.6371985946548	2.016941577682144
1996.165387755102	16.183350695124027	13.892023935942905	353.76804231398415	1.315262509860622
1994.1245714285715	11.070278479632195	9.469976675704919	274.90108578204456	0.5637551776097379
1992.0837551020409	9.534330950870807	8.120892324373521	195.9811755503027	0.5906497738324658
1990.0429387755103	3.892488485530862	3.616289594851774	122.5995251348765	0.1342722492355253
1988.0021224489797	4.382382823867418	4.1719433860828845	225.0585516505733	0.12138782385958688
1985.961306122449	10.54041689226165	8.78382132074753	835.4539174518184	0.14351694196547873
1983.9204897959185	34.634427517745436	24.009942265875843	2916.523461440684	1.0191232815035347
1981.8796734693879	77.83226280923164	50.968368168127576	7219.236122066332	1.8439239376578918
1979.8388571428573	128.5320173298421	83.31660568823219	11109.051484023306	2.469634375453162
1977.7980408163266	157.056202288914	102.20952074952254	13444.659587093149	3.363157861582981
